date,service_type,region,provider,cpu_hours,storage_gb,data_transfer_gb,cost_usd,team,co2e_kg
2024-03-05,VM,westeurope,AWS,18.3283,55.8845,12.1403,2.5305,DevOps,0.015917729
2024-03-05,VM,southeastasia,Azure,14.0162,46.4491,9.5079,3.2598,Engineering,0.0124040382
2024-03-05,VM,westeurope,Azure,10.5875,46.9515,4.6811,3.3645,Data,0.0068925029999999995
2024-03-05,VM,westeurope,Azure,12.6577,59.6695,9.0207,3.1231,Data,0.011671579
2024-03-05,VM,eastus,AWS,18.6562,44.784,11.737,2.8827,Data,0.015557808000000001
2024-03-06,VM,westeurope,AWS,10.1214,50.1153,10.2922,2.1073,DevOps,0.012416710599999999
2024-03-06,Networking,eastus,AWS,1.4836,9.0128,27.2665,3.9327,DevOps,0.027581245600000002
2024-03-06,VM,southeastasia,AWS,11.5212,57.0873,7.457,4.1781,DevOps,0.0098754146
2024-03-06,VM,westeurope,AWS,14.2682,60.6706,10.2229,2.1624,Engineering,0.0131978812
2024-03-07,VM,southeastasia,AWS,13.1468,43.9702,13.3787,4.8675,Engineering,0.0160960004
2024-03-07,VM,eastus,AWS,10.7692,42.5283,7.8523,3.3423,QA,0.0100911966
2024-03-07,Networking,eastus,Azure,0.9176,12.0079,22.5195,4.7544,Engineering,0.0227270358
2024-03-07,Networking,westeurope,Azure,2.7085,9.8523,26.0943,5.3131,DevOps,0.0266557046
2024-03-07,VM,westeurope,Azure,10.9698,64.7352,6.0603,1.7291,Engineering,0.0083837304
2024-03-08,VM,eastus,AWS,12.463,38.5601,5.2788,1.6512,Engineering,0.0078485202
2024-03-08,VM,eastus,AWS,19.2378,55.8845,7.9538,4.5908,Data,0.011913129000000001
2024-03-08,Storage,westeurope,AWS,0.4671,814.4908,2.9285,3.8505,DevOps,0.0046509016
2024-03-09,Storage,eastus,AWS,0.2674,645.4669,0.2762,2.8801,Engineering,0.0016206138000000002
2024-03-09,VM,westeurope,Azure,3.3592,54.4327,8.779,3.6912,Data,0.0095597054
2024-03-09,Networking,westeurope,Azure,0.7328,9.0006,17.8086,3.6531,Data,0.017973161199999997
2024-03-09,Storage,eastus,Azure,0.3187,1055.1723,1.2598,3.0491,Data,0.0034338846
2024-03-09,Storage,westeurope,AWS,0.4041,830.2145,0.7238,1.9116,DevOps,0.0024650490000000004
2024-03-10,Networking,westeurope,AWS,1.6324,8.7837,3.6818,3.2102,DevOps,0.0040258474
2024-03-10,VM,eastus,Azure,3.9328,48.8313,4.0909,1.6991,DevOps,0.0049751226
2024-03-10,Storage,westeurope,AWS,0.3731,778.353,1.8237,2.6452,Engineering,0.003455026
2024-03-11,Storage,westeurope,Azure,0.5377,882.556,0.5746,2.9019,Data,0.002447252
2024-03-11,VM,westeurope,AWS,13.7947,50.2327,9.4965,2.6031,Data,0.012355905399999999
2024-03-11,Storage,southeastasia,AWS,0.5669,891.1266,2.8167,2.4519,Engineering,0.0047123332
2024-03-12,Database,westeurope,AWS,4.5075,171.1553,6.2463,3.0113,Data,0.0074901106
2024-03-12,Networking,eastus,Azure,1.8435,9.9989,18.7463,3.0875,DevOps,0.0191349978
2024-03-12,Networking,westeurope,AWS,2.3023,9.9704,25.6208,4.5801,Data,0.0261012008
2024-03-12,VM,eastus,AWS,10.0519,59.9098,11.407,4.3511,QA,0.0135371996
2024-03-12,Database,westeurope,AWS,5.0994,212.1943,2.6306,2.0406,DevOps,0.0040748686
2024-03-12,Networking,eastus,AWS,2.0071,8.5691,26.3367,5.3494,QA,0.0267552582
2024-03-13,Networking,westeurope,AWS,2.3432,9.7273,31.5601,4.5356,Engineering,0.0320481946
2024-03-13,Database,southeastasia,AWS,3.8719,206.4094,3.71,2.6625,DevOps,0.0048971988000000004
2024-03-13,VM,westeurope,AWS,8.91,49.1827,10.4815,2.1464,Engineering,0.012361865400000002
2024-03-14,Networking,eastus,Azure,1.5239,10.634,30.9852,4.0762,DevOps,0.031311248
2024-03-14,Storage,eastus,AWS,0.6316,718.915,2.0205,3.696,DevOps,0.00358465
2024-03-14,VM,eastus,AWS,15.6521,56.1542,7.3958,2.7173,Engineering,0.0106385284
2024-03-14,VM,westeurope,Azure,15.4009,55.8754,7.3963,3.9645,Engineering,0.0105882308
2024-03-14,Database,westeurope,AWS,5.1024,206.8573,7.7032,2.0151,Data,0.009137394600000001
2024-03-15,Storage,eastus,Azure,0.5479,857.0439,1.9122,2.9359,Data,0.0037358677999999998
2024-03-15,VM,westeurope,Azure,8.3827,48.6425,7.3413,1.9132,DevOps,0.009115125
2024-03-15,Database,eastus,AWS,6.3306,188.9532,4.3104,2.9995,Engineering,0.0059544264
2024-03-15,VM,eastus,Azure,16.9024,33.9247,7.561,3.2845,DevOps,0.0110093294
2024-03-15,VM,southeastasia,AWS,6.1047,51.9204,7.2242,3.0228,DevOps,0.0085489808
2024-03-16,Storage,eastus,Azure,0.3626,805.9728,1.0042,3.0218,DevOps,0.0026886656
2024-03-16,Database,eastus,Azure,2.6095,170.1082,2.0802,3.1061,Data,0.0029423164
2024-03-16,VM,eastus,AWS,10.3798,54.6275,5.6406,2.9771,QA,0.007825815
2024-03-16,Networking,southeastasia,AWS,0.517,10.1046,9.2421,2.0834,DevOps,0.0093657092
2024-03-17,VM,eastus,Azure,7.9939,57.1109,2.2515,1.3399,Data,0.0039645018
2024-03-17,Networking,eastus,Azure,1.4122,9.7479,18.6442,2.511,DevOps,0.018946135800000003
2024-03-17,Storage,southeastasia,Azure,0.2947,638.3885,1.2247,2.4131,Engineering,0.0025604169999999997
2024-03-17,VM,westeurope,AWS,9.6035,65.8315,2.0382,2.6833,DevOps,0.004090563
2024-03-18,VM,southeastasia,AWS,13.307,62.5509,11.2171,3.8175,Engineering,0.014003601800000001
2024-03-18,VM,eastus,Azure,15.5697,57.6026,4.22,2.3491,Engineering,0.0074491452
2024-03-18,Storage,southeastasia,Azure,0.6158,866.1772,2.2044,1.8986,Engineering,0.0040599144
2024-03-18,Storage,westeurope,Azure,0.5055,769.2991,1.8037,3.6703,Data,0.0034433982000000004
2024-03-18,VM,southeastasia,AWS,7.1293,49.8234,7.5815,1.7943,DevOps,0.009107006800000001
2024-03-19,VM,southeastasia,Azure,3.5402,54.3684,12.7168,3.6083,DevOps,0.0135335768
2024-03-19,VM,westeurope,Azure,13.6193,42.7016,3.4941,2.0393,Engineering,0.0063033632
2024-03-19,Storage,westeurope,AWS,0.4662,907.1107,0.9035,3.2661,Engineering,0.0028109614
2024-03-19,VM,westeurope,AWS,11.8356,57.3318,6.1932,2.7382,QA,0.0086749836
2024-03-19,VM,westeurope,AWS,14.998,48.2219,10.5312,3.4533,QA,0.013627243800000001
2024-03-20,Storage,southeastasia,AWS,0.5545,742.5139,0.9359,1.2349,DevOps,0.0025318278
2024-03-20,VM,westeurope,AWS,10.5206,60.8272,4.9844,1.8989,Data,0.0072101744
2024-03-20,VM,eastus,AWS,14.4396,51.0179,8.3958,3.7007,DevOps,0.011385755800000001
2024-03-20,VM,eastus,AWS,20.8473,59.3351,4.7574,4.0457,Engineering,0.009045530199999999
2024-03-21,Networking,eastus,Azure,1.3388,7.9208,43.0413,5.1228,DevOps,0.0433249016
2024-03-21,VM,eastus,Azure,10.5759,57.7484,11.4742,4.2955,Engineering,0.013704876800000002
2024-03-21,VM,eastus,AWS,12.3185,47.2458,3.5932,2.4786,Engineering,0.0061513916
2024-03-22,Networking,eastus,AWS,2.0561,12.617,27.4708,3.9664,Engineering,0.027907254
2024-03-22,VM,eastus,AWS,13.2749,39.6679,6.6445,2.3145,Data,0.0093788158
2024-03-22,Database,westeurope,Azure,8.0126,130.0804,6.6289,2.0102,Data,0.0084915808
2024-03-22,Storage,eastus,Azure,0.6319,678.3325,2.0514,2.7491,Data,0.0035344449999999998
2024-03-22,VM,eastus,AWS,10.5814,40.3668,7.683,2.9998,DevOps,0.009880013600000001
2024-03-22,Storage,eastus,Azure,0.5221,1114.4952,1.3328,3.0705,Engineering,0.0036662104000000006
2024-03-23,Networking,southeastasia,Azure,1.0876,12.4382,12.5979,2.014,DevOps,0.0128402964
2024-03-23,VM,westeurope,AWS,8.2102,46.8875,0.0,0.9635,DevOps,0.0017358150000000001
2024-03-23,Storage,westeurope,AWS,0.1327,789.5362,1.3982,2.6015,Engineering,0.0030038124
2024-03-23,Database,eastus,AWS,4.2955,197.9898,1.6429,1.1808,QA,0.0028979796000000004
2024-03-23,Networking,westeurope,Azure,0.9737,9.8051,20.2329,3.3233,Engineering,0.020447250200000003
2024-03-23,Networking,southeastasia,AWS,1.0984,10.1559,9.7885,2.5067,Data,0.0100284918
2024-03-24,Networking,westeurope,Azure,1.4049,8.7084,27.6303,3.4855,Data,0.0279286968
2024-03-24,VM,southeastasia,Azure,9.2937,54.0606,7.4601,3.2943,QA,0.0094269612
2024-03-24,Database,westeurope,Azure,6.314,193.4586,1.2285,1.8465,Engineering,0.0028782172
2024-03-24,VM,eastus,AWS,5.2437,39.7072,4.0745,1.3413,QA,0.0052026544
2024-03-25,VM,eastus,AWS,16.6535,33.7521,13.2513,4.3884,QA,0.0166495042
2024-03-25,VM,westeurope,Azure,13.596,56.7371,4.9128,3.6977,Data,0.0077454742000000005
2024-03-25,VM,westeurope,Azure,14.2179,56.1225,7.0145,3.0168,Data,0.009970325
2024-03-25,VM,eastus,Azure,10.4778,57.3507,8.8541,3.8032,DevOps,0.0110643614
2024-03-26,Database,southeastasia,AWS,5.2963,219.3388,3.9391,1.5142,QA,0.0054370376
2024-03-26,Database,eastus,Azure,6.188,169.4995,4.6339,1.4001,DevOps,0.0062104989999999995
2024-03-26,VM,westeurope,Azure,8.3961,55.1891,11.2038,2.051,Engineering,0.0129933982
2024-03-27,Storage,eastus,Azure,0.5787,601.716,1.115,1.2628,Data,0.002434172
2024-03-27,Storage,westeurope,Azure,0.7064,1024.8701,1.8114,2.4114,Engineering,0.0040024202000000005
2024-03-27,Storage,westeurope,AWS,0.6198,936.9027,1.9889,2.58,Data,0.0039866654000000005
2024-03-27,Database,westeurope,Azure,7.4073,189.3519,4.2209,2.9912,DevOps,0.0060810638000000005
2024-03-27,Database,eastus,Azure,6.2302,189.3485,6.9175,2.0772,DevOps,0.008542237000000001
2024-03-28,Storage,westeurope,Azure,0.6943,902.4771,2.2489,3.8299,Engineering,0.004192714199999999
2024-03-28,Storage,eastus,AWS,0.5579,601.4326,2.3233,3.5002,Engineering,0.0036377452000000005
2024-03-28,Storage,westeurope,AWS,0.4908,745.8009,2.117,3.4883,Engineering,0.0037067617999999997
2024-03-28,Database,westeurope,AWS,4.8626,195.0059,5.3178,3.2051,QA,0.0066803318
2024-03-29,Database,eastus,AWS,7.2995,248.2292,5.8733,3.5091,Engineering,0.007829658400000002
2024-03-29,VM,eastus,AWS,12.4715,55.4743,8.7568,2.6944,Engineering,0.0113620486
2024-03-29,Storage,westeurope,AWS,0.4152,795.4147,2.7392,3.8395,Engineering,0.0044130694
2024-03-29,VM,eastus,AWS,4.3878,54.0747,5.077,1.7583,Engineering,0.0060627094
2024-03-29,VM,southeastasia,AWS,14.5532,61.2543,7.8174,3.9005,Engineering,0.0108505486
2024-03-29,VM,eastus,AWS,8.3478,48.7945,10.486,4.3424,Engineering,0.012253149000000001
2024-03-30,Networking,eastus,AWS,1.4709,12.4617,25.1653,5.0005,Data,0.025484403399999998
2024-03-30,VM,westeurope,Azure,9.2451,47.9084,6.0284,2.011,QA,0.0079732368
2024-03-30,Storage,westeurope,AWS,0.2469,924.299,0.8361,2.1163,Data,0.002734078
2024-03-30,Storage,westeurope,AWS,0.4318,1028.4964,1.9756,2.7111,Engineering,0.004118952800000001
2024-03-31,Storage,southeastasia,Azure,0.2163,751.8718,0.8699,3.3008,DevOps,0.0024169036
2024-03-31,Storage,eastus,Azure,0.3287,987.314,2.221,2.4005,Data,0.004261368
2024-03-31,Networking,eastus,Azure,1.8191,8.6845,0.0,3.0653,QA,0.000381189
2024-03-31,VM,eastus,AWS,9.7063,61.2045,5.267,3.0455,Data,0.0073306690000000015
2024-03-31,Storage,eastus,AWS,0.3482,600.1658,0.6182,1.6252,Engineering,0.0018881715999999999
2024-04-01,VM,eastus,AWS,9.2162,49.4782,10.136,3.0583,Engineering,0.0120781964
2024-04-01,Networking,eastus,AWS,1.7369,12.0825,26.5348,3.0569,Data,0.026906345
2024-04-01,VM,eastus,AWS,13.149,50.1596,10.1282,3.3343,Data,0.0128583192
2024-04-01,VM,eastus,Azure,11.1377,52.155,7.8908,2.3785,Data,0.01022265
2024-04-01,VM,westeurope,AWS,10.7273,43.8905,6.689,2.5999,Data,0.008922241000000001
2024-04-02,VM,eastus,Azure,12.8359,39.295,8.4849,4.2283,DevOps,0.01113067
2024-04-02,VM,eastus,Azure,12.6448,48.1494,6.8754,2.8091,Data,0.0095006588
2024-04-02,VM,eastus,AWS,15.6254,62.7712,5.371,2.5207,Engineering,0.0086216224
2024-04-02,Storage,westeurope,AWS,0.5683,769.7746,2.3895,2.4715,Engineering,0.0040427092
2024-04-02,Networking,westeurope,AWS,1.6679,11.3224,26.1435,5.0655,Data,0.0264997248
2024-04-02,VM,southeastasia,AWS,9.5386,49.4347,9.6831,2.3635,QA,0.0116896894
2024-04-03,VM,eastus,Azure,11.8344,53.6366,4.0423,2.6504,Engineering,0.0065164532
2024-04-03,Networking,westeurope,Azure,2.0049,8.5766,45.7263,5.7242,Data,0.0461444332
2024-04-03,Database,southeastasia,Azure,4.3434,227.7191,4.2466,2.1205,Engineering,0.0055707182
2024-04-04,Storage,eastus,Azure,0.5894,711.0328,2.9965,2.7445,Data,0.0045364456
2024-04-04,Database,eastus,AWS,4.9027,192.5493,2.8631,3.3799,DevOps,0.0042287386
2024-04-04,Networking,westeurope,Azure,2.2214,10.6522,27.0952,5.0271,QA,0.0275607844
2024-04-04,Networking,westeurope,AWS,1.6511,11.1359,30.21,3.8523,Data,0.0305624918
2024-04-04,Database,westeurope,AWS,5.2986,208.196,5.6648,1.6149,DevOps,0.007140911999999999
2024-04-04,Database,westeurope,AWS,4.2235,205.9198,4.3391,3.5334,Engineering,0.0055956396000000005
2024-04-05,VM,eastus,Azure,15.1219,44.0584,2.6328,2.2548,DevOps,0.005745296800000001
2024-04-05,Database,eastus,Azure,5.2353,201.0332,1.2675,1.4225,DevOps,0.0027166264
2024-04-05,Networking,southeastasia,Azure,1.6709,9.7978,23.641,3.0063,DevOps,0.0239947756
2024-04-05,Storage,southeastasia,Azure,0.5893,554.007,2.6954,3.2323,Engineering,0.003921274
2024-04-05,Storage,eastus,AWS,0.458,671.6856,0.9278,2.81,Engineering,0.0023627712
2024-04-06,VM,eastus,AWS,5.8852,45.9638,8.4428,1.8169,Data,0.0097117676
2024-04-06,VM,southeastasia,AWS,7.6831,33.079,2.4083,1.9024,Engineering,0.004011078
2024-04-06,VM,eastus,AWS,5.7339,60.1184,6.2752,3.0312,Engineering,0.007542216799999999
2024-04-06,VM,southeastasia,AWS,6.7947,50.0211,7.7891,2.6499,Engineering,0.0092480822
2024-04-07,Storage,westeurope,AWS,0.2718,789.727,1.9046,2.1544,Data,0.003538414
2024-04-07,Networking,southeastasia,Azure,0.8539,8.9397,22.7,5.0667,Data,0.0228886594
2024-04-07,VM,westeurope,Azure,8.5305,41.361,2.2839,2.5129,DevOps,0.004072722
2024-04-07,Storage,eastus,AWS,0.1714,846.6774,1.1509,1.4712,Data,0.0028785348000000006
2024-04-07,VM,eastus,AWS,3.802,52.5827,3.1032,3.1731,DevOps,0.0039687654
2024-04-08,VM,southeastasia,AWS,10.4782,44.8147,10.5083,2.6027,Data,0.0126935694
2024-04-08,Networking,eastus,Azure,2.0289,8.9265,44.0784,4.9012,Engineering,0.044502033
2024-04-08,Storage,eastus,AWS,0.5514,743.7731,1.6598,2.04,Data,0.0032576261999999996
2024-04-08,VM,eastus,AWS,12.4254,46.2206,5.5818,2.4642,Engineering,0.0081593212
2024-04-08,Networking,southeastasia,Azure,1.5135,12.9062,28.5956,4.5381,DevOps,0.028924112400000004
2024-04-08,VM,eastus,AWS,17.057,52.5628,5.493,2.1673,QA,0.0090095256
2024-04-09,VM,eastus,AWS,6.7896,53.9389,5.2693,1.9911,DevOps,0.0067350978
2024-04-09,Database,southeastasia,AWS,3.7998,184.9579,6.463,3.0886,Engineering,0.0075928758
2024-04-09,Networking,eastus,AWS,2.2578,12.1021,19.725,3.0695,DevOps,0.020200764200000002
2024-04-09,VM,southeastasia,AWS,14.6789,63.7222,7.0168,3.0541,QA,0.0100800244
2024-04-10,Storage,eastus,Azure,0.589,1067.1223,2.0066,1.5858,DevOps,0.0042586446
2024-04-10,Storage,eastus,AWS,0.5694,1091.5139,1.8824,2.7642,Engineering,0.0041793078
2024-04-10,VM,westeurope,Azure,7.0121,52.1269,13.9924,2.2884,DevOps,0.0154990738
2024-04-10,VM,eastus,Azure,8.9812,47.4202,7.9335,4.0391,Engineering,0.009824580400000001
2024-04-11,Storage,westeurope,AWS,0.4536,834.0501,1.4073,3.4115,Engineering,0.0031661202
2024-04-11,VM,westeurope,AWS,11.3729,54.0011,7.2398,1.9429,Data,0.0096223822
2024-04-11,VM,eastus,Azure,11.9323,40.3966,8.4548,2.6045,Data,0.0109220532
2024-04-12,Networking,eastus,Azure,2.3584,6.8399,33.3869,4.0,Data,0.0338722598
2024-04-12,Database,southeastasia,Azure,6.4668,226.2098,4.2541,2.9029,DevOps,0.005999879600000001
2024-04-12,Storage,eastus,Azure,0.4721,865.233,1.9023,1.4634,Engineering,0.0037271860000000004
2024-04-12,Networking,southeastasia,Azure,1.474,10.3034,27.8292,5.3939,Engineering,0.028144606800000003
2024-04-12,Storage,eastus,AWS,0.3315,910.7076,2.3818,1.4626,QA,0.004269515200000001
2024-04-13,VM,eastus,AWS,6.218,54.5631,10.6384,2.0104,Data,0.0119911262
2024-04-13,Storage,eastus,Azure,0.2587,774.6,0.6234,1.6046,Engineering,0.00222434
2024-04-13,Database,eastus,AWS,3.1679,183.1416,4.022,1.9188,QA,0.005021863200000001
2024-04-13,Storage,westeurope,Azure,0.3423,687.4489,1.13,2.8787,Engineering,0.0025733578
2024-04-13,Networking,westeurope,Azure,0.6871,11.1175,27.955,3.5241,Data,0.028114655
2024-04-14,Networking,eastus,AWS,0.8303,8.9173,26.1511,3.6059,DevOps,0.0263349946
2024-04-14,VM,eastus,Azure,15.253,44.3697,3.8926,1.7367,DevOps,0.0070319394
2024-04-14,VM,southeastasia,AWS,11.9192,37.9342,1.6821,3.6952,Engineering,0.0041418083999999996
2024-04-14,Storage,eastus,Azure,0.3534,921.2843,1.4494,2.197,Engineering,0.0033626486000000004
2024-04-14,Database,westeurope,Azure,4.5403,205.5946,0.7147,1.8649,QA,0.0020339492000000002
2024-04-14,Storage,westeurope,AWS,0.4359,928.002,0.6871,2.4611,Data,0.002630284
2024-04-15,Storage,eastus,Azure,0.2419,717.6802,1.4433,3.3999,QA,0.0029270404
2024-04-15,Storage,eastus,Azure,0.4701,736.8944,2.1067,3.3114,Data,0.0036745088
2024-04-15,Database,westeurope,Azure,9.6669,183.7315,2.3049,2.1575,Engineering,0.004605743000000001
2024-04-16,VM,westeurope,AWS,16.4711,42.5625,9.6546,2.2971,Data,0.013033945000000002
2024-04-16,VM,eastus,AWS,12.8175,36.0517,10.1137,2.424,Engineering,0.0127493034
2024-04-16,VM,southeastasia,Azure,17.0807,60.3052,4.2972,3.062,QA,0.007833950400000001
2024-04-17,Networking,westeurope,Azure,3.1357,9.3934,34.4229,4.4484,Engineering,0.0350688268
2024-04-17,Database,eastus,Azure,6.8546,216.7873,3.7797,1.4361,QA,0.0055841946
2024-04-17,Storage,westeurope,Azure,0.4722,1045.6235,1.595,2.5675,QA,0.0037806869999999996
2024-04-17,Storage,eastus,AWS,0.4496,771.8798,2.4845,1.8778,Data,0.004118179600000001
2024-04-18,Networking,eastus,AWS,2.0131,7.3976,29.4861,4.3695,Engineering,0.0299035152
2024-04-18,VM,eastus,Azure,14.2009,48.2493,7.9021,3.1257,Engineering,0.010838778600000001
2024-04-18,VM,southeastasia,Azure,14.3736,46.188,2.7762,3.0385,DevOps,0.005743296
2024-04-19,VM,eastus,AWS,14.2249,49.0426,6.6545,3.0986,Engineering,0.0095975652
2024-04-19,Storage,eastus,Azure,0.409,801.1358,2.0759,2.7357,Engineering,0.0037599716
2024-04-19,Database,westeurope,Azure,4.8982,205.2586,2.9949,2.7759,Engineering,0.0043850572
2024-04-19,VM,southeastasia,Azure,7.0872,50.897,8.766,2.0245,Engineering,0.010285233999999999
2024-04-19,VM,westeurope,AWS,12.3931,58.6519,11.3272,3.1863,Engineering,0.0139231238
2024-04-20,Storage,westeurope,Azure,0.3065,858.8994,0.2286,1.3212,Engineering,0.0020076988
2024-04-20,Storage,westeurope,Azure,0.314,805.4708,0.9536,2.7952,Engineering,0.0026273416000000003
2024-04-20,Networking,westeurope,AWS,2.0792,9.093,22.4315,4.4545,Engineering,0.022865526
2024-04-20,VM,westeurope,AWS,5.5481,65.5826,6.4869,2.8218,Engineering,0.007727685200000001
2024-04-21,VM,westeurope,AWS,11.8064,60.2607,1.195,2.43,Engineering,0.0036768014000000005
2024-04-21,Storage,eastus,Azure,0.2871,651.3137,2.2575,1.7416,Data,0.0036175474
2024-04-21,Networking,eastus,AWS,1.9972,7.5679,18.9037,4.0404,DevOps,0.019318275800000003
2024-04-22,VM,eastus,AWS,7.2964,47.6398,7.5243,2.3607,QA,0.009078859600000001
2024-04-22,VM,eastus,Azure,9.3317,47.5364,9.8011,2.5553,Engineering,0.0117625128
2024-04-22,Storage,eastus,Azure,0.3373,941.2227,2.2907,2.9731,Engineering,0.004240605400000001
2024-04-23,Database,westeurope,AWS,5.056,177.5235,5.7838,2.8693,Engineering,0.0071500470000000005
2024-04-23,Storage,westeurope,AWS,0.2706,808.5504,1.2239,1.778,Engineering,0.0028951208
2024-04-23,VM,eastus,Azure,16.0108,58.8692,7.7423,3.4219,Engineering,0.0110621984
2024-04-23,Networking,westeurope,Azure,2.4997,8.5399,39.0642,6.3417,QA,0.0395812198
2024-04-24,VM,eastus,AWS,10.8216,39.7782,9.6776,2.0216,Engineering,0.011921476399999999
2024-04-24,Storage,westeurope,Azure,0.4696,615.1595,1.1637,3.3146,Data,0.0024879389999999998
2024-04-24,VM,eastus,AWS,17.7786,42.1413,6.0452,2.2978,Engineering,0.009685202600000001
2024-04-24,VM,eastus,Azure,16.153,50.0798,7.4618,4.2891,Engineering,0.0107925596
2024-04-24,Networking,southeastasia,Azure,1.7249,10.6133,41.1395,4.3574,Engineering,0.041505706600000004
2024-04-24,Networking,southeastasia,AWS,2.6895,10.2725,23.1699,3.9364,DevOps,0.023728345
2024-04-25,VM,southeastasia,Azure,13.3343,43.8076,8.3585,2.7549,DevOps,0.0111129752
2024-04-25,Storage,westeurope,AWS,0.5455,918.7832,1.6309,3.5309,Engineering,0.0035775664
2024-04-25,VM,southeastasia,AWS,14.1941,54.4282,7.6588,4.0586,DevOps,0.0106064764
2024-04-26,Database,westeurope,AWS,6.508,244.2214,6.9974,2.3973,Data,0.0087874428
2024-04-26,Storage,eastus,AWS,0.678,781.9443,2.4006,2.5201,DevOps,0.004100088599999999
2024-04-27,Networking,eastus,Azure,1.0895,8.6078,15.6545,3.5462,DevOps,0.0158896156
2024-04-27,VM,eastus,Azure,7.7619,46.0657,7.2453,1.9081,Engineering,0.008889811400000001
2024-04-27,VM,westeurope,Azure,3.0952,40.6003,0.0,2.8795,Engineering,0.0007002406000000001
2024-04-27,Storage,westeurope,AWS,0.4178,778.2261,0.9362,2.8588,QA,0.0025762122
2024-04-27,Storage,eastus,AWS,0.3638,741.8251,0.4028,2.2675,DevOps,0.0019592102
2024-04-27,VM,westeurope,AWS,12.6818,55.9488,3.7071,2.3478,Engineering,0.0063553576
2024-04-28,Storage,eastus,Azure,0.3869,1146.1079,1.4966,3.4141,Engineering,0.0038661957999999996
2024-04-28,Networking,southeastasia,Azure,0.9193,8.4466,24.9636,3.4028,Engineering,0.0251643532
2024-04-28,VM,westeurope,Azure,8.0491,51.267,3.3808,3.1056,Engineering,0.005093154
2024-04-29,VM,eastus,Azure,10.8653,64.2833,6.5471,2.9323,Engineering,0.0088487266
2024-04-29,Database,southeastasia,AWS,6.416,199.3316,5.4831,3.3407,DevOps,0.007164963200000001
2024-04-29,VM,westeurope,Azure,11.9667,52.1631,6.6495,2.5768,QA,0.009147166200000001
2024-04-29,VM,eastus,AWS,15.0055,46.2682,6.1232,1.9773,DevOps,0.0092168364
2024-04-29,VM,westeurope,AWS,9.7209,56.9001,7.2767,3.9284,Data,0.0093346802
2024-04-29,Storage,eastus,AWS,0.4812,760.7965,1.3745,1.6408,QA,0.0029923330000000002
2024-04-30,Database,westeurope,AWS,4.2416,251.2948,4.7469,1.671,Engineering,0.0060978096
2024-04-30,Storage,eastus,AWS,0.5012,951.066,2.0321,2.6954,Engineering,0.004034472
2024-04-30,Database,southeastasia,Azure,6.3644,249.2607,6.1304,2.034,Data,0.0079018014
2024-04-30,Storage,southeastasia,Azure,0.401,840.6865,2.7885,1.966,Data,0.004550073
2024-05-01,VM,eastus,Azure,10.6752,47.1289,7.7031,2.1896,QA,0.0099323978
2024-05-01,VM,southeastasia,AWS,15.9443,45.7587,10.8732,2.759,DevOps,0.014153577400000002
2024-05-01,VM,southeastasia,Azure,7.5718,58.8642,9.1542,1.905,QA,0.0107862884
2024-05-02,Storage,westeurope,Azure,0.5672,910.9292,1.058,2.3858,Data,0.0029932984000000003
2024-05-02,Database,westeurope,Azure,6.4738,222.6536,8.7569,3.6678,QA,0.0104969672
2024-05-02,Networking,eastus,AWS,2.1665,6.4825,18.1635,3.2746,Data,0.018609765
2024-05-03,Networking,eastus,AWS,1.81,9.0937,17.5488,2.3747,Data,0.0179289874
2024-05-03,VM,eastus,AWS,11.9789,48.3829,7.1075,4.0669,QA,0.0096000458
2024-05-03,VM,southeastasia,AWS,9.8146,57.5254,8.2924,3.1465,DevOps,0.0103703708
2024-05-03,Networking,westeurope,Azure,2.5959,9.6395,14.9712,2.5468,Engineering,0.015509659
2024-05-03,Networking,southeastasia,AWS,1.968,10.8044,10.2348,3.7978,Engineering,0.010650008800000001
2024-05-04,VM,eastus,AWS,6.7136,53.7995,5.0821,3.7853,DevOps,0.006532419
2024-05-04,Networking,westeurope,AWS,1.0152,9.9376,13.5713,3.2363,Data,0.013794215200000001
2024-05-05,Networking,eastus,AWS,0.7579,6.1174,15.5379,3.7077,QA,0.0157017148
2024-05-05,VM,eastus,AWS,10.0486,57.2023,5.11,2.8627,Engineering,0.007234124600000001
2024-05-05,VM,westeurope,Azure,1.6187,56.4818,2.6287,3.1011,DevOps,0.0030654035999999997
2024-05-06,VM,southeastasia,Azure,12.5897,51.8176,4.7693,3.0331,Engineering,0.007390875200000001
2024-05-06,VM,southeastasia,AWS,8.5295,56.9288,9.2932,3.762,Engineering,0.0111129576
2024-05-06,VM,eastus,AWS,14.2082,55.1089,9.2048,3.8135,Data,0.012156657800000002
2024-05-06,Database,westeurope,AWS,4.5783,218.1638,5.1063,3.4007,Engineering,0.0064582876
2024-05-07,VM,eastus,AWS,9.3119,41.3737,8.8319,2.7229,Data,0.0107770274
2024-05-07,Storage,southeastasia,Azure,0.5633,973.6767,2.3409,3.0426,QA,0.0044009133999999995
2024-05-07,Storage,eastus,AWS,0.3688,630.5247,2.0541,3.1989,Engineering,0.0033889094
2024-05-08,Networking,eastus,AWS,2.3767,10.9259,27.789,3.8432,QA,0.028286191800000002
2024-05-08,Networking,southeastasia,Azure,2.4308,10.2074,25.462,3.0739,Engineering,0.0259685748
2024-05-08,VM,westeurope,AWS,10.9723,36.7581,11.5957,3.9738,Engineering,0.013863676200000001
